Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,What is your current occupation,Lead Quality,Asymmetrique Activity Score,Asymmetrique Profile Score,Last Notable Activity,Converted,Prob_Score
API,Organic Search,No,No,5,345,5,Unknown,Unkown,14,15,Email Opened,0,14.82298342
API,Google,No,No,2,172,2,Unknown,Unkown,11,15,Modified,0,4.761080363
Landing Page Submission,Google,No,No,4,228,4,Unemployed,Low in Relevance,14,19,Email Opened,1,50.96202726
Landing Page Submission,Organic Search,No,No,5,26,5,Unknown,Unkown,15,14,Email Opened,0,5.500354914
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Modified,0,6.163964919
API,Referral Sites,No,No,4,436,4,Unknown,Unkown,12,13,Email Link Clicked,0,19.43921132
Landing Page Submission,google,No,No,5,1008,5,Unknown,Unkown,15,14,Modified,0,15.39276723
Landing Page Submission,Referral Sites,No,No,17,71,3.4,Unemployed,Might be,13,16,Modified,0,28.70405529
Landing Page Submission,Google,No,No,8,43,8,Unemployed,Might be,15,18,Modified,0,15.66799053
Landing Page Submission,Google,No,No,4,294,4,Unemployed,Not Sure,13,18,Email Opened,0,8.306042887
API,Organic Search,No,No,2,1528,1,Unknown,Unkown,15,15,Modified,0,46.78399663
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Olark Chat Conversation,0,12.86278175
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,15,Email Opened,0,13.65087514
API,Referral Sites,No,No,1,213,1,Unemployed,Not Sure,14,13,Modified,0,8.829694318
Landing Page Submission,Organic Search,No,No,4,31,1.33,Working Professional,Might be,15,18,Email Opened,1,81.84986839
API,Google,No,No,3,389,3,Unknown,Unkown,12,15,Email Opened,0,15.89598682
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Google,No,No,4,97,4,Unknown,Unkown,15,15,Modified,0,4.640058219
Landing Page Submission,Direct Traffic,No,No,13,194,13,Unknown,Unkown,15,18,Email Opened,0,2.529297553
Landing Page Submission,Direct Traffic,No,No,2,526,2,Unemployed,Not Sure,14,18,Modified,1,4.263207782
API,Google,No,No,10,11,10,Unknown,Unkown,8,15,Modified,0,1.592308234
API,Organic Search,No,No,5,297,2.5,Unknown,Unkown,14,15,Email Link Clicked,0,17.03147341
Landing Page Submission,Direct Traffic,No,No,4,174,4,Unemployed,Not Sure,13,18,Email Opened,0,4.587341241
Landing Page Submission,Organic Search,No,No,4,12,4,Unemployed,Might be,14,16,Modified,0,19.06950621
Landing Page Submission,Direct Traffic,No,No,5,254,1.25,Unemployed,Unkown,12,18,Email Opened,1,9.476882853
Lead Add Form,Reference,No,No,3,803,2,Unemployed,Low in Relevance,14,20,Modified,1,97.26432375
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Google,No,No,4,595,4,Unemployed,Not Sure,15,17,Modified,1,6.593587248
API,Referral Sites,No,No,7,250,2.33,Unknown,Unkown,14,13,Email Opened,0,19.58295259
Landing Page Submission,Google,No,No,11,1189,11,Unemployed,Not Sure,15,18,Email Opened,0,23.41749213
Landing Page Submission,Google,No,No,5,73,5,Unemployed,Might be,14,15,Email Opened,0,38.27043273
Landing Page Submission,Direct Traffic,No,No,3,491,3,Working Professional,Low in Relevance,14,20,Modified,0,70.94187504
API,Google,Yes,No,7,1281,1.75,Unemployed,Might be,15,15,Email Bounced,1,89.19282273
API,Organic Search,No,No,3,117,3,Unemployed,Might be,15,15,Modified,1,37.63476755
API,Google,No,No,5,1493,1.67,Unknown,Unkown,14,15,Email Opened,0,65.82437443
Landing Page Submission,Google,No,No,5,263,2.5,Unemployed,Might be,16,18,Email Opened,1,55.33995943
API,Google,No,No,7,207,3.5,Unknown,Unkown,14,15,Email Opened,0,13.7450394
Landing Page Submission,Google,No,No,4,67,4,Unemployed,Not Sure,15,18,Modified,0,2.589203011
API,Referral Sites,No,No,6,866,3,Unemployed,Unkown,14,13,Email Opened,0,52.82799911
Landing Page Submission,Organic Search,No,No,6,419,6,Unemployed,Not Sure,13,18,Modified,0,3.716485756
API,Organic Search,No,No,11,188,5.5,Unknown,Unkown,14,15,Email Link Clicked,0,12.32479686
API,Google,No,No,2,362,2,Unemployed,Unkown,12,15,Modified,0,10.94304184
Landing Page Submission,Google,No,No,3,199,3,Unemployed,Might be,9,18,Modified,0,19.70301938
API,Google,No,No,10,556,5,Unemployed,Might be,16,16,Modified,1,56.68898089
API,Referral Sites,No,No,5,1536,5,Working Professional,Low in Relevance,14,15,Email Opened,1,99.23083931
API,Google,No,No,4,1088,4,Working Professional,High in Relevance,16,18,Modified,1,88.53566775
Landing Page Submission,Referral Sites,No,No,6,863,6,Unemployed,Low in Relevance,16,17,Email Opened,1,80.30662725
Landing Page Submission,Direct Traffic,Yes,No,4,1410,4,Unemployed,Unkown,13,17,Modified,0,12.35293213
API,Organic Search,Yes,No,8,76,8,Unknown,Unkown,13,15,Modified,0,1.55323592
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Email Opened,0,14.46070476
Landing Page Submission,Direct Traffic,No,No,6,209,3,Unemployed,Not Sure,15,14,Modified,0,2.662672328
Landing Page Submission,Google,No,No,5,58,5,Unemployed,Not Sure,13,18,Email Opened,0,5.15670016
API,Google,No,No,6,90,2,Unemployed,Not Sure,14,15,Modified,0,5.776843491
API,Organic Search,No,No,7,950,2.33,Unemployed,Might be,15,16,Email Opened,1,89.03434592
API,Olark Chat,No,No,0,0,0,Unemployed,Low in Relevance,14,13,Modified,0,45.36750236
Landing Page Submission,Google,No,No,8,149,2,Unknown,Unkown,14,18,Olark Chat Conversation,0,7.330423029
Landing Page Submission,Direct Traffic,No,No,4,3,4,Unemployed,Not Sure,15,16,Modified,0,1.574318184
Landing Page Submission,Direct Traffic,No,No,7,901,7,Unemployed,Low in Relevance,16,20,Email Opened,1,67.69699148
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,0,9.640328329
API,Referral Sites,No,No,6,110,3,Unknown,Unkown,14,13,Email Link Clicked,0,14.84750798
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Email Opened,0,15.31005886
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,14,20,Email Opened,1,89.70308003
API,Google,No,No,3,445,3,Unemployed,Unkown,12,15,Modified,0,11.67135445
Landing Page Submission,Google,No,No,7,1939,2.33,Unemployed,Not Sure,13,17,Email Opened,0,69.82722399
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,12,15,Modified,0,8.024629899
API,Google,No,No,3,199,1.5,Unemployed,Low in Relevance,10,17,Modified,0,40.43238175
API,Direct Traffic,No,No,1,633,1,Unknown,Unkown,14,15,Modified,0,9.219645928
API,Google,No,No,4,457,2,Unknown,Unkown,13,15,Modified,0,9.093244743
API,Referral Sites,No,No,4,86,4,Unknown,Unkown,14,13,Modified,0,5.316650744
Landing Page Submission,Google,No,No,7,57,2.33,Unknown,Unkown,13,18,Email Opened,0,6.366414966
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,14,15,Modified,0,9.071820326
Landing Page Submission,Organic Search,No,No,21,1113,2.63,Unemployed,Low in Relevance,15,18,Email Opened,1,90.19548563
API,Referral Sites,No,No,4,237,4,Unknown,Unkown,12,13,Email Opened,0,14.27663007
Landing Page Submission,Google,No,No,2,43,2,Unemployed,Unkown,12,20,Modified,0,3.460951048
Lead Add Form,Reference,No,No,3,43,2,Unemployed,Unkown,14,19,Modified,1,52.43696382
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,0,9.640328329
Lead Add Form,Google,No,No,0,0,0,Unemployed,High in Relevance,15,18,Email Opened,1,74.2332474
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,0,9.640328329
API,Organic Search,No,No,2,1366,2,Unknown,Unkown,14,15,Modified,0,35.65571809
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Low in Relevance,15,20,Email Link Clicked,1,96.30835681
API,Organic Search,No,No,3,124,3,Unknown,Unkown,14,15,Modified,0,5.022720332
API,Google,No,No,2,135,2,Unknown,Unkown,14,15,Email Opened,0,12.81857147
Landing Page Submission,Referral Sites,No,No,5,1216,2.5,Working Professional,Might be,15,15,Email Opened,1,97.8045397
Landing Page Submission,Direct Traffic,No,No,3,35,3,Unemployed,Unkown,13,18,Email Opened,0,5.728837064
API,Olark Chat,No,No,0,0,0,Unemployed,Low in Relevance,16,16,Unreachable,1,73.79277005
Landing Page Submission,Google,No,No,4,157,4,Unknown,Unkown,14,17,Email Opened,0,6.605186126
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,15,14,Modified,0,6.688787881
API,Referral Sites,No,No,3,170,1.5,Unknown,Unkown,12,13,Email Opened,0,15.59888104
API,Organic Search,No,No,4,71,4,Unknown,Unkown,11,15,Modified,0,3.500006975
Landing Page Submission,Organic Search,No,No,5,811,5,Unknown,Unkown,15,18,Email Opened,0,18.91959083
Lead Add Form,Reference,No,No,3,972,2,Working Professional,Low in Relevance,14,17,Modified,1,99.62415321
API,Referral Sites,No,No,10,278,5,Unknown,Unkown,14,13,Page Visited on Website,0,16.09474675
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Email Opened,0,14.46070476
API,Referral Sites,No,No,5,809,5,Unknown,Unkown,14,13,Modified,0,16.28476933
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
Lead Add Form,Reference,No,No,3,781,2,Unemployed,Low in Relevance,14,20,Modified,1,97.15526295
Landing Page Submission,Google,No,No,4,1226,4,Unemployed,Low in Relevance,13,20,Email Opened,1,85.62010135
Landing Page Submission,Google,No,No,5,1469,2.5,Unknown,Unkown,15,15,Email Link Clicked,0,50.33221955
API,Referral Sites,No,No,5,253,1.67,Unknown,Unkown,14,13,Email Opened,0,20.08925303
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,High in Relevance,15,18,Modified,1,72.54526083
Landing Page Submission,Organic Search,No,No,4,1378,4,Unemployed,Might be,14,17,Modified,1,73.88163531
API,Referral Sites,No,No,10,66,10,Unemployed,Not Sure,14,13,Modified,0,3.506197419
Landing Page Submission,Google,No,No,4,372,4,Unknown,Unkown,15,18,Modified,0,4.125684477
API,Organic Search,No,No,3,1636,1.5,Unknown,Unkown,15,15,Page Visited on Website,1,71.07303433
API,Google,No,No,2,376,2,Unknown,Unkown,12,15,Email Opened,0,16.64942674
Landing Page Submission,Google,No,No,1,214,1,Unemployed,Unkown,15,16,Modified,1,6.361157747
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,Yes,No,0,0,0,Unknown,Unkown,15,15,Modified,0,3.285668783
Landing Page Submission,Organic Search,No,No,8,93,8,Unknown,Unkown,14,13,Email Opened,0,4.679789021
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,15,Email Opened,0,13.65087514
Landing Page Submission,Direct Traffic,No,No,3,365,3,Unemployed,Unkown,13,15,Email Opened,0,10.31521657
Landing Page Submission,Google,No,No,6,274,2,Unemployed,Might be,15,18,Email Opened,1,55.87072685
API,Referral Sites,No,No,4,179,4,Unknown,Unkown,14,13,Email Opened,0,14.62386634
Landing Page Submission,Google,No,No,15,753,15,Unemployed,Might be,14,18,Modified,0,26.77871944
Landing Page Submission,Direct Traffic,No,No,3,1346,3,Unknown,Unkown,13,17,Email Opened,0,29.36597518
API,Google,No,No,7,277,3.5,Unknown,Unkown,13,15,Email Opened,0,14.48311411
API,Google,No,No,2,90,2,Unknown,Unkown,14,15,Email Opened,0,11.92709747
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,12,15,Modified,0,8.024629899
Landing Page Submission,Google,No,No,9,1289,2.25,Working Professional,High in Relevance,15,17,Email Opened,1,95.16212228
API,Referral Sites,No,No,8,246,2.67,Unknown,Unkown,14,13,Email Opened,0,19.24698784
Landing Page Submission,Google,No,No,11,116,3.67,Unknown,Unkown,13,17,Page Visited on Website,0,6.24648951
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Email Opened,0,14.46070476
Landing Page Submission,Google,No,No,5,472,5,Unemployed,Might be,14,18,Had a Phone Conversation,1,58.58936697
API,Google,No,No,2,395,1,Unknown,Unkown,10,15,Email Opened,0,16.63510889
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Unreachable,0,16.78272036
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Modified,0,6.563398607
Landing Page Submission,Direct Traffic,Yes,No,4,1354,4,Unemployed,Might be,14,18,Unsubscribed,1,71.47371042
Landing Page Submission,Organic Search,No,No,5,1102,5,Unemployed,Low in Relevance,14,18,Email Opened,1,83.06850582
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,17,15,Modified,0,10.87343641
API,Google,No,No,2,1268,2,Unemployed,Not Sure,12,15,Email Opened,0,52.38670143
API,Organic Search,No,No,5,1354,2.5,Unemployed,Might be,14,15,Modified,1,85.52897895
API,Referral Sites,No,No,3,1561,1.5,Unemployed,Might be,13,13,Modified,1,91.34358121
Landing Page Submission,Google,No,No,10,1128,1.43,Unemployed,High in Relevance,15,20,Email Opened,1,74.73868003
API,Organic Search,No,No,4,1341,2,Unemployed,Worst,15,15,Email Opened,1,65.72341837
Landing Page Submission,Google,No,No,2,250,2,Unknown,Unkown,12,17,Modified,0,3.228795319
API,Organic Search,No,No,2,250,2,Unemployed,Might be,13,15,Email Opened,0,65.20997638
API,Organic Search,No,No,2,248,2,Unknown,Unkown,13,15,Email Opened,0,14.73295059
Landing Page Submission,Direct Traffic,Yes,No,2,402,2,Unemployed,Not Sure,12,15,Unsubscribed,0,4.446996836
API,Referral Sites,No,No,1,235,1,Unemployed,Not Sure,14,13,Modified,0,9.158823273
API,Organic Search,No,No,6,125,3,Unemployed,Not Sure,13,15,Email Opened,0,12.71885987
API,Organic Search,No,No,2,236,2,Unemployed,Not Sure,14,15,Modified,0,7.042755588
API,Referral Sites,No,No,9,110,9,Unemployed,Not Sure,14,13,Email Opened,0,9.884178184
API,Organic Search,Yes,No,7,265,3.5,Unemployed,Might be,12,15,Email Bounced,0,47.55364139
Landing Page Submission,Google,No,No,7,109,7,Unemployed,Might be,13,18,Email Opened,0,33.79932553
Landing Page Submission,Google,No,No,3,98,3,Unemployed,Unkown,14,18,Modified,0,4.110509032
Landing Page Submission,Referral Sites,No,No,7,315,3.5,Unknown,Unkown,13,15,Email Opened,0,11.00893374
API,Google,No,No,2,339,2,Unemployed,Not Sure,13,15,Modified,0,7.721404952
Landing Page Submission,Direct Traffic,No,No,3,211,3,Unemployed,Not Sure,14,18,Email Opened,0,5.619173167
Landing Page Submission,Direct Traffic,No,No,2,703,2,Unemployed,Might be,13,18,Email Opened,1,59.74351392
Landing Page Submission,Organic Search,No,No,13,408,6.5,Unemployed,Unkown,16,15,Email Opened,0,16.8206518
API,Referral Sites,No,No,11,366,3.67,Unemployed,Low in Relevance,15,15,Modified,0,60.44972665
Landing Page Submission,Organic Search,Yes,No,5,106,5,Unemployed,Not Sure,13,16,Modified,0,1.232453454
Landing Page Submission,Google,No,No,2,1099,2,Unemployed,Might be,14,18,Modified,1,65.80226412
API,Organic Search,No,No,11,306,11,Unknown,Unkown,16,12,Modified,0,4.433338883
API,Google,No,No,9,290,3,Unknown,Unkown,14,15,Page Visited on Website,0,15.67988273
API,Organic Search,No,No,11,220,11,Unemployed,Might be,16,15,Modified,0,29.26979328
Landing Page Submission,Google,No,No,8,235,8,Unemployed,Low in Relevance,15,20,Modified,1,23.96086402
Landing Page Submission,Direct Traffic,No,No,6,25,3,Unknown,Unkown,13,16,Email Opened,0,3.831227795
API,Organic Search,No,No,7,463,3.5,Unemployed,Might be,13,15,Modified,0,50.52985995
Landing Page Submission,Direct Traffic,No,No,2,398,2,Unemployed,Not Sure,14,16,Email Opened,0,8.493705663
API,Organic Search,No,No,3,623,3,Unemployed,Not Sure,14,15,Email Opened,0,26.76606368
Landing Page Submission,Google,No,No,4,281,4,Unemployed,Might be,14,18,Email Opened,0,48.66071544
Landing Page Submission,Direct Traffic,No,No,3,46,3,Unemployed,Not Sure,16,18,Email Link Clicked,0,4.826313863
API,Olark Chat,No,No,0,0,0,Unemployed,Worst,15,16,Modified,0,7.597860769
Landing Page Submission,Google,No,No,9,1468,9,Unemployed,Low in Relevance,16,20,Modified,1,74.78093702
Landing Page Submission,Organic Search,Yes,No,5,615,2.5,Unemployed,Not Sure,15,13,Email Bounced,0,11.2106916
API,Google,No,No,6,424,3,Unknown,Unkown,15,15,Modified,0,9.209572497
Landing Page Submission,Google,No,No,4,3,4,Unknown,Unkown,14,17,Email Opened,0,5.066733186
API,Referral Sites,No,No,3,64,3,Unemployed,Unkown,14,13,Modified,0,8.660174643
Landing Page Submission,Direct Traffic,No,No,2,107,2,Unemployed,Might be,15,18,Email Opened,1,36.34241303
API,Referral Sites,No,No,3,150,1.5,Unknown,Unkown,14,13,Email Opened,0,16.9266971
Landing Page Submission,Google,No,No,5,663,5,Unemployed,Might be,14,18,Modified,0,40.62032753
Lead Add Form,Reference,No,No,0,0,0,Working Professional,Might be,15,19,Modified,1,97.78052184
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,1,48.33320972
Lead Add Form,Reference,No,No,0,0,0,Working Professional,High in Relevance,14,19,Email Opened,1,97.89892594
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,16,15,Olark Chat Conversation,1,69.21181212
API,Organic Search,No,No,3,185,3,Unemployed,Might be,14,14,Modified,0,39.26360378
Landing Page Submission,Direct Traffic,No,No,8,321,4,Unemployed,Unkown,14,18,Email Opened,0,9.860714456
Landing Page Submission,Google,No,No,4,1357,4,Unemployed,Might be,15,14,Modified,1,74.67534386
Landing Page Submission,Direct Traffic,No,No,4,1447,4,Unknown,Unkown,14,16,Modified,0,16.26324781
Lead Add Form,Reference,No,No,1,990,1,Student,Low in Relevance,14,20,Page Visited on Website,1,99.47842424
API,Google,No,No,2,44,2,Unknown,Unkown,14,15,Page Visited on Website,0,10.26162188
API,Referral Sites,No,No,2,56,2,Unknown,Unkown,14,13,Modified,0,5.861340786
Landing Page Submission,Google,No,No,3,1412,3,Unemployed,Not Sure,14,18,Modified,0,23.92056424
API,Google,No,No,2,374,1,Unknown,Unkown,13,15,Modified,0,8.361426755
Landing Page Submission,Google,No,No,4,746,4,Working Professional,Low in Relevance,15,19,Email Opened,1,93.80589531
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,1,48.33320972
API,Google,No,No,2,175,2,Unknown,Unkown,14,15,Page Visited on Website,0,12.68577404
Landing Page Submission,Direct Traffic,No,No,4,365,2,Unknown,Unkown,13,17,Email Opened,0,7.220993667
API,Google,No,No,2,102,2,Unknown,Unkown,13,15,Email Opened,0,11.46122209
API,Referral Sites,No,No,4,248,2,Unknown,Unkown,14,13,Modified,0,8.41784803
Landing Page Submission,Google,No,No,6,351,6,Unknown,Unkown,13,14,Modified,0,3.136858946
Landing Page Submission,Google,No,No,3,267,3,Unemployed,Might be,15,17,Modified,1,29.59316918
Landing Page Submission,Google,No,No,7,238,1.75,Unknown,Unkown,13,18,Modified,0,3.747993694
API,Google,No,No,2,170,1,Unknown,Unkown,15,15,Modified,0,6.70440964
Landing Page Submission,Organic Search,No,No,22,59,5.5,Unemployed,Unkown,16,18,Page Visited on Website,0,11.06290394
Lead Add Form,Reference,No,No,3,205,2,Working Professional,High in Relevance,14,18,Modified,1,95.86575691
Landing Page Submission,Direct Traffic,No,No,7,150,7,Unknown,Unkown,15,15,Email Link Clicked,0,3.85750159
Landing Page Submission,Organic Search,No,No,5,1250,5,Working Professional,Might be,15,13,Email Opened,1,96.92527622
Landing Page Submission,Organic Search,No,No,5,255,2.5,Unknown,Unkown,13,18,Modified,0,3.53970124
API,Referral Sites,No,No,1,153,1,Unknown,Unkown,14,13,Modified,0,7.446704498
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,15,19,Email Opened,1,90.40715215
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
Landing Page Submission,Google,No,No,3,217,3,Unknown,Unkown,14,17,Modified,0,3.212328339
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Direct Traffic,No,No,2,2,2,Unemployed,Low in Relevance,12,15,Modified,0,15.92793873
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Email Opened,0,14.46070476
API,Referral Sites,No,No,3,345,1.5,Unknown,Unkown,12,13,Email Opened,0,20.2862582
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Low in Relevance,15,19,Modified,1,91.05816735
Landing Page Submission,Direct Traffic,Yes,No,2,183,2,Unemployed,Not Sure,16,16,Modified,0,1.419422781
API,Olark Chat,No,No,0,0,0,Unemployed,Worst,12,15,Modified,0,6.369384226
Landing Page Submission,Google,No,No,9,181,3,Unemployed,Unkown,15,18,Page Visited on Website,0,12.40100912
API,Organic Search,No,No,3,677,1.5,Student,Not Sure,15,14,Modified,0,22.98776673
API,Google,No,No,2,134,2,Unknown,Unkown,14,15,Email Opened,0,12.79815776
